price,carat,depth,table,x,y,z
5242,1.0,58.6,65.0,6.61,6.53,3.85
1613,0.57,64.1,55.0,5.28,5.27,3.38
5497,1.01,62.0,61.0,6.29,6.38,3.93
4022,0.9,63.6,59.0,6.1,6.04,3.86
2367,0.7,62.1,61.0,5.68,5.69,3.53
5943,1.02,63.7,57.0,6.24,6.31,4.0
9467,1.61,63.8,58.0,7.43,7.36,4.72
526,0.3,63.5,54.0,4.25,4.28,2.71
5723,1.0,63.0,58.0,6.25,6.35,3.97
1422,0.54,63.6,56.0,5.14,5.17,3.28
12547,1.57,57.8,60.0,7.66,7.6,4.41
3976,0.9,63.2,58.0,6.09,6.16,3.87
4838,1.0,56.7,62.0,6.64,6.59,3.75
1259,0.5,59.3,65.0,5.1,5.12,3.03
4054,0.9,62.1,59.0,6.02,6.16,3.78
816,0.4,59.6,63.0,4.77,4.81,2.85
1990,0.67,63.8,60.0,5.5,5.47,3.5
12756,1.51,63.3,60.0,7.2,7.28,4.58
7359,1.21,59.1,61.0,6.95,6.89,4.09
5535,1.04,61.4,65.0,6.53,6.47,3.99
1410,0.5,63.2,57.0,4.99,5.04,3.17
561,0.32,63.1,57.0,4.3,4.35,2.73
2633,0.7,63.1,55.0,5.61,5.64,3.55
7603,1.2,63.3,58.0,6.66,6.74,4.24
6793,1.2,65.2,56.0,6.61,6.67,4.33
5418,1.01,64.4,58.0,6.23,6.31,4.04
9741,1.51,63.7,57.0,7.21,7.18,4.58
1443,0.51,63.9,56.0,5.1,5.07,3.25
5599,1.01,63.6,60.0,6.3,6.35,4.02
4257,0.91,63.6,58.0,6.1,6.14,3.89
8032,1.2,57.8,59.0,7.06,7.0,4.06
807,0.4,63.5,56.0,4.68,4.7,2.98
2776,0.72,59.7,60.5,5.8,5.84,3.47
11508,1.5,58.8,64.0,7.43,7.4,4.36
5701,1.01,57.5,62.0,6.58,6.53,3.77
6681,1.14,63.2,58.0,6.63,6.67,4.2
2708,0.72,63.1,57.0,5.71,5.74,3.61
5702,1.0,63.1,61.0,6.33,6.38,4.01
734,0.39,63.7,53.0,4.62,4.67,2.96
1906,0.64,64.1,55.3,5.43,5.45,3.49
1793,0.6,59.8,61.9,5.45,5.5,3.27
5701,1.01,63.9,54.0,6.37,6.31,4.05
5484,1.0,63.7,59.0,6.38,6.33,4.05
544,0.31,63.5,58.0,4.22,4.29,2.7
1415,0.5,57.9,61.0,5.23,5.2,3.02
5999,1.01,63.1,59.0,6.37,6.4,4.03
4125,0.91,59.9,61.0,6.2,6.33,3.75
2282,0.7,63.1,58.0,5.66,5.69,3.58
4093,0.9,63.6,59.0,6.04,6.1,3.86
5599,1.01,63.9,54.0,6.31,6.37,4.05
456,0.3,63.5,58.0,4.24,4.29,2.71
2258,0.71,64.1,56.0,5.64,5.6,3.6
5667,1.0,59.9,57.0,6.45,6.51,3.88
698,0.31,63.6,56.0,4.29,4.26,2.72
2623,0.71,64.2,58.0,5.62,5.59,3.6
4210,0.9,60.8,56.0,6.14,6.19,3.75
1349,0.52,63.3,57.0,5.09,5.11,3.23
5756,1.01,58.9,61.0,6.46,6.55,3.83
6126,1.01,62.7,60.0,6.27,6.32,3.95
4135,0.9,64.4,62.0,5.97,6.02,3.86
771,0.38,58.8,62.0,4.68,4.71,2.76
561,0.32,63.3,54.0,4.36,4.39,2.77
5538,1.01,63.2,64.0,6.34,6.28,3.99
1668,0.61,59.9,61.0,5.48,5.6,3.32
15091,1.66,63.2,56.0,7.49,7.61,4.77
2311,0.72,63.4,53.0,5.72,5.79,3.64
4194,0.9,63.6,58.0,6.12,6.08,3.88
507,0.31,63.2,58.0,4.28,4.3,2.71
544,0.31,63.1,58.0,4.3,4.35,2.73
5484,1.0,63.7,57.0,6.32,6.28,4.01
6212,1.06,63.1,59.0,6.45,6.48,4.08
891,0.43,61.8,60.7,4.8,4.84,2.99
5860,1.0,63.5,59.0,6.23,6.33,3.99
2649,0.71,58.9,61.0,5.81,5.84,3.43
1088,0.48,65.4,59.0,4.79,4.88,3.16
1850,0.62,61.0,62.0,5.41,5.5,3.33
544,0.31,63.1,56.0,4.31,4.37,2.74
8672,1.24,61.3,57.0,6.78,6.88,4.19
4296,0.9,61.5,61.0,6.18,6.21,3.81
5816,1.02,63.6,57.0,6.38,6.41,4.07
556,0.34,57.5,61.0,4.6,4.66,2.66
531,0.31,64.4,54.0,4.24,4.29,2.75
6906,1.21,63.7,59.0,6.59,6.67,4.22
714,0.34,57.5,61.0,4.66,4.6,2.66
2699,0.7,62.6,61.0,5.57,5.61,3.5
5701,1.01,63.6,60.0,6.35,6.3,4.02
5002,1.0,64.1,58.0,6.22,6.32,4.02
2353,0.7,63.8,59.0,5.51,5.55,3.53
3195,0.83,63.7,60.9,5.84,5.92,3.75
5002,1.0,63.6,58.0,6.26,6.35,4.01
942,0.39,63.7,53.0,4.67,4.62,2.96
1343,0.51,63.9,56.0,5.07,5.1,3.25
11640,1.51,64.2,54.0,7.18,7.27,4.64
5500,1.0,63.3,60.0,6.29,6.37,4.01
2599,0.71,64.0,55.0,5.65,5.67,3.62
11746,1.51,64.2,54.0,7.27,7.18,4.64
8099,1.21,63.8,56.0,6.74,6.67,4.28
5600,1.0,63.4,61.0,6.23,6.29,3.97
909,0.4,62.8,54.4,4.67,4.7,2.94
5601,1.04,61.4,65.0,6.53,6.47,3.99
5113,1.01,63.7,60.0,6.32,6.28,4.01
1244,0.52,63.3,57.0,5.08,5.11,3.22
3669,0.9,63.7,58.0,6.12,6.09,3.89
4588,1.01,63.9,57.0,6.3,6.37,4.05
3816,0.9,64.1,59.4,6.04,6.08,3.88
593,0.31,63.6,57.0,4.33,4.29,2.74
4758,1.0,57.2,59.0,6.66,6.62,3.8
1172,0.51,63.7,55.0,5.07,5.1,3.24
10618,1.5,64.2,58.0,7.2,7.14,4.6
704,0.43,63.6,55.0,4.79,4.83,3.06
17804,2.01,63.9,60.0,7.81,7.75,4.97
1969,0.72,64.0,59.0,5.59,5.63,3.59
2209,0.7,62.7,59.0,5.57,5.63,3.51
4326,1.01,63.2,55.0,6.32,6.4,4.02
5021,1.01,63.7,60.0,6.28,6.32,4.01
3574,0.9,63.2,62.0,6.09,6.19,3.88
1138,0.5,60.2,64.0,5.11,5.04,3.05
6437,1.0,59.9,58.0,6.44,6.48,3.87
2121,0.7,64.0,57.0,5.63,5.58,3.59
7147,1.31,63.4,56.5,6.87,6.97,4.4
3734,0.9,63.7,58.0,6.09,6.12,3.89
18374,2.01,60.1,61.0,8.04,8.12,4.86
2810,0.8,62.7,57.0,5.84,5.93,3.69
3733,1.01,64.3,55.0,6.34,6.31,4.07
4195,1.01,63.6,58.0,6.29,6.35,4.02
18625,2.01,60.3,60.0,8.07,8.18,4.9
3074,0.9,63.7,56.0,6.1,6.06,3.87
1865,0.74,64.2,59.0,5.69,5.62,3.63
3776,0.91,63.5,61.0,6.05,6.1,3.86
4824,1.0,63.9,60.0,6.27,6.22,3.99
4678,1.18,64.2,62.0,6.6,6.51,4.25
3816,0.9,62.2,62.5,6.08,6.1,3.78
17902,2.0,64.2,59.0,7.93,7.84,5.06
1244,0.52,63.3,55.0,5.07,5.1,3.22
2155,0.7,61.8,62.0,5.68,5.72,3.52
4882,1.0,64.4,54.0,6.29,6.32,4.06
4538,1.01,63.5,64.0,6.41,6.28,4.03
18077,2.01,60.8,61.0,7.99,8.09,4.89
2218,0.7,63.9,58.0,5.57,5.51,3.54
2150,0.7,63.7,60.0,5.57,5.51,3.53
5277,1.01,59.8,61.0,6.45,6.49,3.87
737,0.42,63.2,57.0,4.77,4.79,3.02
4452,0.93,63.8,58.0,6.09,6.14,3.9
4528,1.0,61.6,62.0,6.37,6.45,3.95
4138,1.01,64.2,56.0,6.38,6.26,4.05
3774,0.9,63.8,61.0,6.09,6.05,3.87
10428,1.5,63.7,59.0,7.19,7.23,4.59
3734,0.9,63.2,59.0,6.05,6.1,3.84
5597,1.21,63.8,58.0,6.75,6.64,4.27
417,0.3,63.2,55.0,4.26,4.29,2.7
1147,0.52,64.3,61.0,5.01,4.97,3.21
4997,1.1,63.4,57.0,6.52,6.55,4.14
4234,0.96,57.6,59.0,6.53,6.56,3.77
3871,1.01,62.2,65.0,6.34,6.3,3.93
1295,0.58,63.5,56.0,5.28,5.34,3.37
655,0.4,63.3,58.0,4.66,4.69,2.96
836,0.41,64.3,54.0,4.72,4.68,3.02
18572,2.01,63.1,59.0,7.98,8.03,5.05
4466,1.0,62.5,62.0,6.32,6.36,3.96
3669,0.9,63.8,59.0,6.08,6.05,3.87
2373,0.77,63.7,54.0,5.85,5.8,3.71
1268,0.53,63.8,56.0,5.14,5.18,3.29
671,0.41,63.4,57.0,4.7,4.73,2.99
646,0.41,64.3,54.0,4.68,4.72,3.02
3669,0.9,57.7,65.0,6.25,6.29,3.62
2872,0.84,65.1,55.0,5.88,5.97,3.86
3226,0.9,57.7,62.0,6.29,6.23,3.61
10618,1.5,63.7,59.0,7.23,7.19,4.59
462,0.31,63.6,57.0,4.29,4.33,2.74
3669,0.9,63.7,60.0,6.11,6.07,3.88
10428,1.5,64.2,58.0,7.14,7.2,4.6
3574,0.9,63.9,60.0,6.07,6.1,3.89
3615,0.9,64.5,57.0,6.04,6.09,3.91
1286,0.5,63.6,55.0,5.06,5.03,3.21
4859,1.0,61.9,61.0,6.36,6.4,3.95
687,0.42,63.1,56.0,4.75,4.79,3.01
574,0.3,63.8,56.0,4.3,4.26,2.73
1388,0.58,63.2,56.0,5.3,5.33,3.36
3344,0.91,64.3,60.0,6.04,6.12,3.91
2016,0.7,64.0,55.0,5.62,5.59,3.59
2650,0.8,63.9,57.0,5.84,5.81,3.72
4089,0.92,60.6,60.0,6.29,6.32,3.82
3250,0.9,64.2,58.0,6.04,6.01,3.87
1828,0.65,59.6,60.3,5.64,5.71,3.38
492,0.33,63.2,57.0,4.39,4.44,2.79
3921,0.9,60.2,63.0,6.16,6.2,3.72
6743,1.18,58.0,59.0,6.98,7.03,4.06
2726,0.79,63.6,57.0,5.86,5.84,3.72
2447,0.76,57.7,63.0,6.05,5.97,3.47
5394,0.91,57.7,58.0,6.33,6.4,3.67
1565,0.6,61.3,61.2,5.4,5.45,3.33
1338,0.52,63.6,56.0,5.09,5.07,3.23
522,0.35,63.8,54.0,4.46,4.48,2.85
477,0.32,63.5,56.0,4.35,4.38,2.77
1259,0.51,63.7,55.0,5.1,5.07,3.24
2662,0.8,65.3,57.0,5.78,5.85,3.8
2251,0.71,62.3,56.0,5.68,5.72,3.55
655,0.4,63.2,58.0,4.61,4.7,2.94
462,0.31,63.1,59.0,4.29,4.33,2.72
9892,1.5,60.2,61.0,7.27,7.32,4.39
1350,0.6,65.3,56.0,5.21,5.26,3.42
3734,0.9,63.7,60.0,6.07,6.11,3.88
1363,0.53,63.8,56.0,5.18,5.14,3.29
6874,1.26,63.2,61.0,6.81,6.87,4.32
4375,0.93,63.8,58.0,6.14,6.09,3.9
3506,0.91,63.1,63.0,6.11,6.16,3.87
2074,0.72,64.0,59.0,5.63,5.59,3.59
1312,0.51,63.6,55.0,5.06,5.03,3.21
1286,0.5,62.5,64.0,4.99,4.93,3.1
4828,1.2,63.5,60.0,6.68,6.74,4.26
655,0.4,63.1,56.0,4.72,4.75,2.99
4672,1.01,63.9,57.0,6.37,6.3,4.05
507,0.34,63.4,57.0,4.42,4.45,2.81
10271,1.5,62.9,58.0,7.17,7.3,4.55
5483,1.0,62.2,63.0,6.36,6.41,3.97
4405,0.93,58.8,61.0,6.36,6.39,3.75
914,0.48,64.7,58.0,4.84,4.93,3.16
669,0.35,63.8,54.0,4.48,4.46,2.85
1915,0.7,64.0,55.0,5.59,5.62,3.59
5021,1.01,63.2,59.0,6.32,6.36,4.01
4737,1.0,63.9,60.0,6.22,6.27,3.99
8441,1.59,63.8,56.0,7.41,7.34,4.71
2117,0.7,63.8,59.0,5.62,5.58,3.57
4588,1.01,63.4,58.0,6.28,6.33,4.0
4008,0.9,62.5,62.0,6.04,6.09,3.79
3734,0.9,62.8,59.0,6.08,6.12,3.83
5055,1.02,63.6,58.0,6.39,6.34,4.05
3307,0.9,64.2,58.0,6.01,6.04,3.87
7738,1.41,63.7,57.0,7.13,7.03,4.51
1364,0.57,63.3,55.0,5.29,5.32,3.36
1364,0.57,63.5,55.0,5.28,5.3,3.36
431,0.31,63.3,57.0,4.3,4.33,2.73
1865,0.74,63.6,58.0,5.73,5.71,3.64
2244,0.85,64.2,58.0,6.01,5.92,3.83
4427,1.0,64.3,58.0,6.25,6.22,4.01
1292,0.54,63.2,56.0,5.16,5.19,3.27
507,0.34,63.9,58.0,4.4,4.43,2.82
3286,0.91,64.3,60.0,6.12,6.04,3.91
9368,1.52,64.4,59.0,7.18,7.25,4.65
4964,1.02,63.6,58.0,6.34,6.39,4.05
4641,1.01,62.8,58.0,6.36,6.29,3.97
1244,0.52,63.6,56.0,5.07,5.09,3.23
1220,0.51,63.6,55.0,5.03,5.06,3.21
1286,0.5,63.9,57.0,5.06,5.02,3.22
3752,0.9,60.0,61.0,6.19,6.22,3.72
4781,1.01,63.3,59.0,6.24,6.31,3.97
13978,2.19,63.7,56.0,8.26,8.17,5.23
2074,0.7,63.5,61.0,5.61,5.64,3.57
4528,1.0,62.5,65.0,6.24,6.31,3.92
3931,0.9,57.8,58.0,6.42,6.38,3.7
9258,1.51,63.1,56.0,7.2,7.28,4.57
4588,1.01,63.6,57.0,6.33,6.37,4.04
11180,1.7,58.2,64.0,7.89,7.85,4.58
2215,0.71,63.9,56.0,5.62,5.59,3.58
739,0.41,64.2,57.0,4.67,4.71,3.01
3734,0.9,63.8,59.0,6.05,6.08,3.87
1197,0.5,63.9,57.0,5.02,5.06,3.22
4241,1.05,63.2,54.0,6.49,6.52,4.11
11336,1.81,58.9,55.0,7.99,8.04,4.72
13317,2.15,63.8,58.0,8.23,8.08,5.2
1935,0.7,64.1,56.0,5.64,5.59,3.6
408,0.31,63.2,55.0,4.31,4.33,2.73
4185,1.01,63.8,53.0,6.41,6.31,4.06
3353,0.9,61.3,60.0,6.13,6.2,3.78
2614,0.83,63.7,56.0,5.92,5.95,3.78
2363,0.8,62.8,58.0,5.86,5.9,3.69
4060,1.01,63.7,59.0,6.31,6.38,4.04
18788,2.8,63.8,58.0,8.9,8.85,0.0
661,0.43,58.8,61.0,4.92,4.94,2.9
10416,2.0,64.3,60.0,7.87,7.83,5.05
14251,2.51,59.5,65.0,8.87,8.74,5.24
3644,1.16,63.7,57.0,6.59,6.56,4.19
1002,0.51,63.2,57.0,5.03,5.07,3.19
3060,0.9,63.6,57.0,6.1,6.04,3.86
3282,0.91,63.6,59.0,6.15,6.11,3.9
4084,1.1,64.2,56.0,6.55,6.51,4.19
1720,0.78,57.9,63.0,6.05,6.0,3.49
4864,1.31,63.8,56.0,7.03,6.89,4.44
1129,0.51,63.6,54.0,5.08,5.05,3.22
3620,1.01,63.8,56.0,6.32,6.22,4.0
9116,1.5,63.1,57.0,7.25,7.29,4.59
3852,1.01,62.8,57.0,6.3,6.34,3.97
8043,1.5,64.3,57.0,7.2,7.29,4.66
9999,2.0,64.2,60.0,7.89,7.81,5.04
3246,0.9,63.8,59.0,6.05,6.02,3.85
11041,2.0,58.1,64.0,8.3,8.27,4.81
3424,1.09,57.4,61.0,6.82,6.75,3.89
2474,0.81,59.2,64.0,6.11,6.15,3.63
3949,1.0,63.8,56.0,6.23,6.31,4.0
12929,2.02,57.5,61.0,8.37,8.35,4.81
3461,1.01,64.0,59.0,6.34,6.31,4.05
6847,1.71,63.7,57.0,7.54,7.5,4.79
3852,1.01,63.7,58.0,6.31,6.35,4.03
2484,0.8,63.7,58.0,5.88,5.83,3.73
3246,0.9,64.1,63.0,6.02,5.99,3.85
3948,1.01,61.1,62.0,6.38,6.48,3.93
7933,1.52,63.1,58.0,7.21,7.3,4.58
3253,0.9,61.8,56.0,6.11,6.16,3.79
3162,0.9,63.3,59.0,6.07,6.12,3.86
1029,0.51,63.6,54.0,5.05,5.08,3.22
1049,0.52,63.1,56.0,5.08,5.12,3.22
9122,1.79,57.8,59.0,8.07,7.94,4.63
3246,0.9,63.8,56.0,6.16,6.13,3.92
3541,1.0,58.1,65.0,6.48,6.46,3.76
596,0.4,63.4,59.0,4.64,4.66,2.95
4135,1.01,63.7,59.0,6.38,6.31,4.04
5438,1.11,59.7,61.0,6.72,6.69,4.0
408,0.31,63.3,54.0,4.29,4.34,2.73
1816,0.71,63.6,58.0,5.6,5.54,3.55
596,0.4,63.2,56.0,4.7,4.73,2.98
5310,1.2,62.1,60.0,6.72,6.78,4.19
8190,1.5,64.3,57.0,7.29,7.2,4.66
3906,1.0,64.2,57.0,6.25,6.27,4.02
4211,1.01,63.7,56.0,6.26,6.34,4.01
4047,1.01,59.2,65.0,6.35,6.41,3.78
3626,1.01,63.6,58.0,6.31,6.37,4.03
3610,0.91,63.6,56.0,6.14,6.09,3.89
3860,1.0,59.7,63.0,6.43,6.5,3.86
1960,0.71,63.8,56.0,5.65,5.6,3.59
394,0.3,63.7,54.0,4.23,4.25,2.7
3303,0.9,63.8,56.0,6.13,6.16,3.92
9071,1.78,63.8,57.0,7.73,7.62,4.9
4679,1.28,63.6,57.0,6.78,6.73,4.29
3941,1.0,57.4,60.0,6.63,6.53,3.78
4158,1.12,56.7,62.0,6.91,6.86,3.9
3923,1.01,63.7,58.0,6.35,6.31,4.03
4210,1.01,62.8,61.0,6.31,6.37,3.98
10084,1.72,62.8,59.3,7.55,7.62,4.76
3626,1.01,63.7,58.0,6.31,6.35,4.03
5049,1.2,63.6,54.0,6.71,6.75,4.28
4159,1.02,59.9,58.0,6.48,6.55,3.9
1819,0.75,63.6,58.0,5.75,5.7,3.64
6006,1.5,57.5,63.0,7.53,7.49,4.32
7154,1.64,63.8,58.0,7.45,7.41,4.74
13621,2.03,62.7,65.0,8.17,7.92,5.06
8280,1.52,63.0,61.0,7.25,7.28,4.58
10416,2.0,64.3,60.0,7.87,7.83,5.05
3941,1.0,64.0,55.0,6.3,6.26,4.02
421,0.32,63.4,55.0,4.32,4.35,2.75
11096,2.01,63.6,59.0,7.97,7.9,5.05
16148,2.05,63.7,61.0,7.99,8.03,5.1
17608,2.52,63.7,59.0,8.57,8.52,5.44
2246,0.8,64.2,55.0,5.89,5.83,3.76
3489,0.9,62.7,59.0,6.04,6.12,3.81
2333,0.72,63.7,59.0,5.74,5.65,3.63
570,0.41,63.7,55.0,4.7,4.75,3.01
4113,1.0,57.6,62.0,6.62,6.55,3.79
4501,1.14,63.7,58.0,6.62,6.54,4.19
13242,2.33,63.9,60.0,8.37,8.3,5.32
6006,1.5,57.5,63.0,7.53,7.49,4.32
6246,1.56,63.7,54.0,7.35,7.31,4.67
3852,1.01,63.4,57.0,6.32,6.37,4.02
3303,0.9,63.4,59.0,6.04,6.08,3.84
3676,1.0,63.4,60.0,6.22,6.34,3.98
4397,1.01,59.3,62.0,6.51,6.58,3.88
2893,0.82,59.9,62.0,6.02,6.04,3.61
1948,0.7,59.4,61.0,5.77,5.81,3.44
1009,0.5,63.8,57.0,4.98,5.02,3.19
487,0.37,63.3,55.0,4.58,4.61,2.91
596,0.4,63.1,59.0,4.65,4.7,2.95
732,0.41,63.7,55.0,4.75,4.7,3.01
2550,0.77,63.9,59.0,5.84,5.78,3.71
2647,0.86,63.2,53.0,6.06,6.1,3.84
3246,0.9,64.1,56.0,6.12,6.08,3.91
3651,1.0,57.8,64.0,6.55,6.5,3.77
4241,1.08,63.2,57.0,6.5,6.54,4.12
3014,0.9,63.7,62.0,6.07,6.01,3.85
3269,0.9,58.4,55.0,6.34,6.39,3.72
3067,0.9,63.7,62.0,6.01,6.07,3.85
672,0.4,60.6,55.8,4.76,4.82,2.91
8144,1.5,57.9,61.0,7.47,7.51,4.34
1107,0.5,63.8,57.0,5.02,4.98,3.19
3149,0.91,62.5,60.0,6.05,6.08,3.79
2512,0.82,63.8,60.0,5.89,5.84,3.74
6006,1.5,57.9,61.0,7.52,7.48,4.35
14745,2.01,63.0,60.0,7.92,7.99,5.01
2789,0.81,61.0,61.0,5.94,5.99,3.64
3929,1.03,63.7,60.0,6.28,6.35,4.02
3646,1.0,61.4,61.0,6.32,6.35,3.89
7695,1.51,63.7,57.0,7.28,7.21,4.62
611,0.41,63.6,54.0,4.7,4.74,3.0
1120,0.4,59.7,62.0,4.75,4.8,2.85
14654,1.51,62.8,60.0,7.18,7.24,4.53
1407,0.44,58.5,61.0,4.99,5.03,2.93
1213,0.39,63.5,56.0,4.65,4.67,2.96
895,0.3,63.8,55.0,4.24,4.28,2.72
5855,0.9,61.8,61.0,6.12,6.17,3.8
924,0.31,63.9,58.0,4.27,4.3,2.74
2081,0.5,64.0,55.0,5.08,5.05,3.24
2093,0.52,59.8,57.0,5.24,5.27,3.14
895,0.3,63.5,55.0,4.26,4.28,2.71
956,0.3,63.8,55.0,4.28,4.24,2.72
3583,0.71,57.8,62.0,5.82,5.95,3.4
6187,1.0,63.9,60.0,6.3,6.35,4.04
776,0.3,63.8,55.0,4.28,4.25,2.72
6151,1.04,58.9,64.0,6.6,6.64,3.9
1179,0.46,59.5,61.4,4.95,5.0,2.96
1645,0.5,59.8,63.0,5.12,5.15,3.07
1127,0.45,64.1,58.8,4.79,4.86,3.09
17338,1.69,58.1,58.0,7.8,7.84,4.54
13903,1.52,64.0,58.0,7.22,7.18,4.61
666,0.33,63.1,57.0,4.38,4.4,2.77
4805,1.0,63.7,60.0,6.38,6.31,4.04
4503,0.93,63.8,59.0,6.15,6.21,3.94
13515,1.51,62.4,59.0,7.25,7.28,4.53
6283,1.01,63.8,56.0,6.27,6.34,4.02
8387,1.2,63.6,58.0,6.59,6.56,4.18
2853,0.71,63.5,55.0,5.64,5.66,3.59
802,0.31,63.7,56.0,4.3,4.27,2.73
2577,0.7,63.5,61.0,5.6,5.64,3.57
2591,0.7,60.6,61.0,5.71,5.77,3.48
605,0.3,63.6,55.0,4.27,4.31,2.73
2625,0.7,64.3,57.0,5.59,5.64,3.61
6738,1.02,63.3,58.0,6.38,6.42,4.05
565,0.3,63.5,58.0,4.21,4.26,2.69
721,0.35,58.6,60.5,4.62,4.68,2.72
7042,1.14,63.4,58.0,6.61,6.67,4.21
8901,1.25,63.4,55.0,6.87,6.92,4.37
3316,0.84,63.6,57.0,5.98,5.93,3.79
6529,1.01,63.7,56.0,6.37,6.29,4.03
3121,0.76,60.3,60.7,5.86,5.9,3.55
6509,1.01,64.0,60.0,6.29,6.33,4.04
847,0.41,63.3,62.0,4.67,4.71,2.97
5906,1.0,64.4,58.0,6.23,6.29,4.03
605,0.3,63.1,56.0,4.24,4.26,2.68
625,0.31,63.2,56.0,4.29,4.32,2.72
1910,0.59,60.4,61.2,5.38,5.43,3.26
4540,0.9,63.6,58.0,6.09,6.12,3.88
4460,0.9,63.7,56.0,6.15,6.07,3.89
14445,1.7,63.5,56.0,7.53,7.64,4.82
776,0.3,63.6,55.0,4.29,4.26,2.72
2241,0.65,60.0,60.4,5.6,5.7,3.39
10096,1.33,62.8,60.0,6.87,6.92,4.33
6177,1.0,62.4,62.0,6.33,6.37,3.96
4425,0.93,63.8,59.0,6.21,6.15,3.94
2628,0.71,58.1,59.0,5.85,5.92,3.42
625,0.31,63.8,57.0,4.29,4.33,2.75
1607,0.53,63.4,56.0,5.1,5.15,3.25
625,0.31,63.2,56.0,4.28,4.29,2.71
1685,0.54,60.8,62.0,5.22,5.24,3.18
1429,0.5,57.5,56.0,5.3,5.24,3.03
5863,1.0,64.2,61.0,6.23,6.29,4.02
1640,0.54,59.0,62.0,5.3,5.28,3.12
2055,0.66,59.0,62.0,5.66,5.72,3.35
4395,0.9,61.0,62.0,6.16,6.24,3.78
6618,1.01,63.7,57.0,6.37,6.32,4.04
776,0.3,63.6,55.0,4.31,4.27,2.73
1777,0.58,59.0,62.0,5.44,5.48,3.22
6066,1.01,62.7,57.0,6.33,6.42,4.0
6465,1.0,63.6,59.0,6.34,6.3,4.02
1689,0.52,63.3,55.0,5.09,5.12,3.23
5921,1.0,58.6,62.0,6.5,6.53,3.82
605,0.3,63.4,58.0,4.23,4.25,2.69
1757,0.6,60.1,61.0,5.44,5.5,3.29
605,0.3,63.6,57.0,4.23,4.26,2.7
4401,0.9,63.9,60.0,6.14,6.09,3.91
625,0.31,63.2,57.0,4.28,4.33,2.72
1590,0.51,63.4,57.0,5.04,5.08,3.21
645,0.32,63.2,55.0,4.37,4.39,2.77
4108,0.9,65.8,59.0,6.0,6.04,3.96
605,0.3,63.1,58.0,4.24,4.28,2.69
6759,1.01,63.8,57.0,6.35,6.38,4.06
6407,1.01,59.2,63.0,6.5,6.48,3.84
4284,0.91,63.4,54.0,6.07,6.24,3.9
565,0.3,63.3,56.0,4.28,4.31,2.72
4744,0.91,64.1,60.0,6.11,6.06,3.9
625,0.31,63.7,56.0,4.27,4.3,2.73
1591,0.53,63.8,56.0,5.17,5.11,3.28
5951,1.02,64.3,57.0,6.28,6.34,4.06
6499,1.01,63.7,57.0,6.32,6.37,4.04
583,0.31,63.3,57.0,4.28,4.31,2.72
10036,1.5,63.6,57.0,7.23,7.14,4.57
6028,1.0,63.9,55.0,6.34,6.28,4.03
5706,1.02,57.3,59.0,6.71,6.65,3.83
565,0.3,63.4,55.0,4.26,4.32,2.72
13720,1.5,63.8,58.0,7.21,7.12,4.57
6882,1.01,63.8,57.0,6.38,6.35,4.06
1565,0.5,61.9,61.5,5.03,5.04,3.12
6025,1.21,63.7,57.0,6.73,6.67,4.27
6412,1.01,63.2,61.0,6.33,6.35,4.01
6499,1.01,63.2,58.0,6.34,6.38,4.02
1154,0.45,58.1,61.2,5.02,5.07,2.93
1576,0.52,63.9,56.0,5.08,5.12,3.26
2958,0.72,58.0,57.8,5.85,5.87,3.4
1785,0.61,60.2,61.0,5.47,5.52,3.3
686,0.34,63.1,57.0,4.4,4.45,2.79
12489,1.51,63.1,55.0,7.3,7.34,4.62
605,0.3,63.8,55.0,4.25,4.28,2.72
962,0.38,63.9,60.0,4.59,4.52,2.91
2275,0.66,59.6,60.2,5.66,5.71,3.38
605,0.3,63.3,56.0,4.26,4.3,2.71
3977,0.9,64.5,57.0,6.01,6.08,3.9
4460,0.9,63.6,58.0,6.12,6.09,3.88
1199,0.48,58.6,62.0,5.14,5.2,3.03
2788,0.77,59.4,64.0,5.97,5.92,3.53
4284,0.91,63.6,60.0,6.03,6.11,3.86
6843,1.01,63.4,55.0,6.34,6.41,4.04
878,0.3,63.8,57.0,4.26,4.24,2.71
1050,0.4,61.4,64.0,4.7,4.65,2.87
7492,1.0,60.9,56.0,6.49,6.52,3.96
684,0.3,63.6,57.0,4.26,4.3,2.72
878,0.3,63.8,56.0,4.29,4.27,2.73
1875,0.51,63.1,58.0,5.07,5.11,3.21
7528,1.01,63.2,59.0,6.34,6.38,4.02
684,0.3,63.5,56.0,4.29,4.34,2.74
7137,1.01,62.4,61.0,6.34,6.38,3.97
7453,1.0,63.1,58.0,6.33,6.37,4.01
1715,0.5,63.9,58.0,5.0,5.05,3.21
1806,0.5,63.8,56.0,5.06,5.03,3.22
1895,0.51,63.7,54.0,5.1,5.08,3.24
684,0.3,63.5,54.0,4.25,4.26,2.7
7292,1.02,62.3,60.0,6.38,6.49,4.01
684,0.3,63.2,57.0,4.23,4.28,2.69
7332,1.01,62.4,59.0,6.32,6.37,3.96
1858,0.5,63.6,57.0,5.08,5.04,3.22
707,0.31,63.1,57.0,4.3,4.32,2.72
6748,1.0,62.4,61.0,6.32,6.3,3.94
4543,0.91,64.1,58.0,6.06,6.1,3.9
3046,0.7,61.1,61.0,5.67,5.69,3.47
684,0.3,63.3,57.0,4.23,4.27,2.69
4914,0.9,63.6,58.0,6.11,6.1,3.88
