,price,carat,cut,color,clarity,depth,table,x,y,z,city
23564,6158.0,1.02,Ideal,D,SI1,62.8,56.0,6.44,6.39,4.03,Madrid
23565,526.0,0.3,Good,E,VS2,63.3,55.0,4.26,4.3,2.71,Paris
23566,4439.0,0.91,Fair,D,VS2,65.1,63.0,6.02,6.0,3.91,Surat
23567,671.0,0.31,Ideal,G,VVS2,61.5,57.0,4.32,4.36,2.67,Kimberly
23568,14674.0,1.51,Ideal,G,VS1,61.1,57.0,7.41,7.38,4.52,Madrid
23569,645.0,0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72,Paris
23570,15827.0,2.1,Fair,F,SI2,64.7,61.0,7.97,7.92,5.14,Luxembourg
23571,1941.0,0.53,Ideal,G,VVS2,61.8,58.0,5.18,5.2,3.21,Surat
23572,4488.0,0.92,Ideal,I,SI1,61.8,57.0,6.22,6.27,3.86,Dubai
23573,10551.0,1.5,Very Good,I,VVS2,59.7,60.0,7.46,7.62,4.5,Zurich
23574,552.0,0.3,Ideal,D,SI1,61.6,56.0,4.3,4.34,2.66,Luxembourg
23575,4906.0,1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,London
23576,769.0,0.26,Ideal,F,VVS1,62.4,56.0,4.11,4.1,2.56,Las Vegas
23577,696.0,0.4,Ideal,E,SI1,61.9,57.0,4.74,4.76,2.94,Surat
23578,8650.0,1.09,Very Good,G,IF,62.9,57.0,6.52,6.58,4.12,Antwerp
23579,1430.0,0.49,Good,F,VS1,58.9,60.5,5.17,5.21,3.05,Antwerp
23580,722.0,0.41,Ideal,H,SI1,62.4,53.0,4.78,4.81,2.99,London
23581,1099.0,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,Paris
23582,756.0,0.32,Ideal,I,VVS1,61.7,55.0,4.4,4.39,2.71,London
23583,1608.0,0.57,Ideal,E,SI1,61.9,56.0,5.32,5.35,3.3,Amsterdam
23584,1232.0,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,Amsterdam
23585,901.0,0.33,Premium,F,VVS2,62.3,60.0,4.43,4.4,2.75,Antwerp
23586,5694.0,1.01,Ideal,D,SI1,62.1,56.0,6.36,6.43,3.97,New York City
23587,2445.0,0.7,Ideal,F,SI1,60.8,60.0,5.74,5.78,3.5,Antwerp
23588,1024.0,0.42,Ideal,E,VS2,62.4,55.0,4.83,4.79,3.0,Kimberly
23589,8090.0,1.04,Very Good,F,VS1,61.6,60.0,6.49,6.54,4.01,Zurich
23590,8093.0,1.06,Ideal,G,VS1,61.5,57.0,6.54,6.56,4.03,Las Vegas
23591,3251.0,0.82,Ideal,F,SI1,62.6,56.0,5.95,5.99,3.74,New York City
23592,506.0,0.3,Very Good,J,VS1,63.4,57.0,4.26,4.23,2.69,Amsterdam
23593,3135.0,0.73,Ideal,F,VS1,62.9,56.0,5.71,5.77,3.61,Surat
23594,4864.0,0.96,Premium,E,SI1,60.0,60.0,6.44,6.39,3.85,Antwerp
23595,4647.0,1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,New York City
23596,695.0,0.31,Ideal,F,VS1,60.7,56.0,4.37,4.39,2.66,Kimberly
23597,3710.0,0.71,Ideal,F,VS1,61.4,56.0,5.75,5.78,3.54,Antwerp
23598,5058.0,1.0,Very Good,F,SI1,61.8,58.0,6.37,6.44,3.96,New York City
23599,11873.0,1.53,Very Good,D,SI1,59.2,57.0,7.52,7.55,4.46,Madrid
23600,17330.0,1.7,Good,F,VS1,57.6,63.0,7.86,7.81,4.51,Kimberly
23601,828.0,0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,Antwerp
23602,10623.0,1.52,Premium,D,SI2,59.8,60.0,7.5,7.42,4.46,Luxembourg
23603,880.0,0.3,Very Good,D,VVS2,59.6,61.0,4.39,4.34,2.6,Amsterdam
23604,3030.0,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,Surat
23605,13263.0,2.0,Ideal,J,VS2,62.3,55.0,8.03,8.06,5.01,Kimberly
23606,9030.0,1.12,Ideal,F,VS1,62.1,54.0,6.66,6.73,4.16,Surat
23607,2247.0,0.53,Ideal,G,IF,61.4,56.0,5.2,5.24,3.21,New York City
23608,2230.0,0.7,Premium,F,SI1,61.9,58.0,5.69,5.74,3.54,Madrid
23609,12459.0,1.58,Very Good,H,VVS2,60.9,58.0,7.56,7.65,4.63,Paris
23610,2337.0,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,Madrid
23611,1310.0,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,Zurich
23612,645.0,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,Kimberly
23613,4442.0,1.01,Premium,G,SI2,62.4,58.0,6.41,6.38,3.99,Surat
23614,1415.0,0.7,Premium,I,SI2,62.3,59.0,5.64,5.59,3.5,Luxembourg
23615,16779.0,1.52,Premium,E,VS1,59.9,60.0,7.47,7.39,4.45,Las Vegas
23616,9158.0,1.26,Very Good,G,VVS2,62.1,58.0,6.92,6.83,4.27,Las Vegas
23617,866.0,0.38,Ideal,E,VS2,61.7,55.0,4.66,4.68,2.88,Dubai
23618,6330.0,1.01,Premium,F,VS2,60.8,58.0,6.44,6.49,3.93,Antwerp
23619,17108.0,1.56,Ideal,F,VS2,62.0,55.0,7.41,7.45,4.61,Paris
23620,590.0,0.3,Ideal,H,VVS2,60.8,58.0,4.33,4.38,2.65,Zurich
23621,4250.0,1.1,Ideal,H,SI2,61.9,56.0,6.65,6.63,4.11,Kimberly
23622,1250.0,0.51,Premium,H,SI1,61.6,56.0,5.19,5.14,3.18,Surat
23623,2847.0,0.76,Premium,D,SI1,61.1,59.0,5.93,5.88,3.61,Surat
23624,1774.0,0.54,Ideal,E,VS2,61.6,56.0,5.24,5.28,3.24,Surat
23625,4816.0,1.0,Premium,H,SI1,62.8,58.0,6.38,6.36,4.0,Antwerp
23626,10076.0,2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6,Luxembourg
23627,6664.0,1.0,Ideal,D,SI1,62.5,55.0,6.42,6.34,3.99,Madrid
23628,14646.0,2.03,Fair,H,SI1,65.4,58.0,7.91,7.88,5.16,Las Vegas
23629,892.0,0.41,Good,H,VVS1,62.6,62.0,4.7,4.76,2.96,Paris
23630,2362.0,0.52,Ideal,D,VVS2,62.3,56.0,5.12,5.15,3.2,Kimberly
23631,9996.0,1.7,Premium,I,VS2,62.5,58.0,7.52,7.45,4.68,Dubai
23632,4627.0,1.08,Premium,G,SI2,62.3,56.0,6.6,6.52,4.09,Paris
23633,10757.0,1.15,Ideal,F,VVS2,62.7,57.0,6.69,6.65,4.18,Paris
23634,568.0,0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84,Kimberly
23635,7313.0,1.23,Ideal,H,SI1,62.3,58.0,6.85,6.89,4.28,Amsterdam
23636,5000.0,1.01,Very Good,I,SI2,62.2,59.0,6.36,6.41,3.97,Paris
23637,1035.0,0.4,Ideal,G,VS2,62.3,57.0,4.71,4.7,2.93,Surat
23638,5621.0,1.0,Very Good,D,SI1,59.2,62.0,6.49,6.54,3.86,Antwerp
23639,1002.0,0.33,Ideal,E,VS1,59.6,56.0,4.54,4.49,2.69,Antwerp
23640,2776.0,0.71,Ideal,G,SI1,60.5,56.0,5.8,5.76,3.5,Kimberly
23641,2074.0,0.7,Good,G,SI1,63.5,61.0,5.61,5.64,3.57,London
23642,15505.0,1.53,Premium,G,VVS2,62.5,60.0,7.34,7.31,4.58,New York City
23643,2841.0,0.73,Ideal,D,SI1,61.4,57.0,5.76,5.8,3.55,Zurich
23644,14205.0,1.51,Very Good,D,VS2,63.1,62.0,7.24,7.22,4.56,Amsterdam
23645,5914.0,1.1,Very Good,H,VS2,61.3,58.0,6.63,6.74,4.1,Surat
23646,1600.0,0.54,Premium,H,VS1,62.6,59.0,5.19,5.22,3.26,Luxembourg
23647,1316.0,0.53,Ideal,D,SI2,61.6,55.0,5.21,5.24,3.22,Paris
23648,1235.0,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,Antwerp
23649,3770.0,0.9,Ideal,H,SI2,61.5,56.0,6.24,6.18,3.82,Kimberly
23650,5171.0,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,Kimberly
23651,3945.0,1.12,Ideal,G,I1,60.3,57.0,6.8,6.73,4.08,Antwerp
23652,2087.0,0.51,Premium,D,VVS2,61.6,59.0,5.12,5.08,3.14,Surat
23653,1698.0,0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28,Amsterdam
23654,2558.0,0.7,Very Good,H,VVS2,62.5,55.0,5.65,5.68,3.54,Surat
23655,1348.0,0.55,Premium,J,SI1,60.5,59.0,5.33,5.28,3.21,New York City
23656,768.0,0.33,Ideal,E,VS1,61.7,54.0,4.45,4.47,2.75,Zurich
23657,526.0,0.35,Very Good,J,SI1,63.3,56.0,4.53,4.5,2.86,London
23658,3780.0,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,Amsterdam
23659,8758.0,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,Paris
23660,8163.0,1.33,Very Good,F,SI1,63.3,56.0,6.91,6.95,4.39,New York City
23661,470.0,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,Kimberly
23662,844.0,0.3,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65,Zurich
23663,4135.0,1.04,Ideal,I,SI1,63.0,56.0,6.49,6.39,4.06,New York City
23664,2697.0,0.7,Ideal,E,VS2,62.7,56.0,5.73,5.63,3.56,Kimberly
23665,473.0,0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,Amsterdam
23666,745.0,0.32,Ideal,E,VS1,61.7,56.0,4.41,4.44,2.73,Dubai
23667,1189.0,0.39,Ideal,G,IF,62.1,53.7,4.67,4.71,2.91,Amsterdam
23668,593.0,0.31,Ideal,D,SI2,61.3,56.0,4.41,4.36,2.69,Madrid
23669,945.0,0.3,Premium,G,VVS1,61.3,58.0,4.33,4.29,2.64,New York City
23670,876.0,0.41,Premium,H,SI1,60.9,60.0,4.83,4.79,2.93,Surat
23671,5650.0,1.14,Ideal,G,SI1,62.2,56.0,6.69,6.66,4.15,London
23672,2026.0,0.56,Ideal,D,VS1,61.7,56.0,5.33,5.3,3.28,Amsterdam
23673,798.0,0.35,Premium,H,VVS1,62.1,58.0,4.46,4.52,2.79,Amsterdam
23674,2670.0,0.72,Premium,D,SI2,60.5,58.0,5.88,5.79,3.53,Las Vegas
23675,765.0,0.34,Ideal,G,VS2,61.4,57.0,4.51,4.48,2.76,Surat
23676,4552.0,1.02,Very Good,H,SI1,63.7,55.0,6.31,6.38,4.04,Paris
23677,631.0,0.4,Premium,J,VS1,59.7,59.0,4.79,4.83,2.87,Kimberly
23678,2984.0,0.74,Ideal,E,VS2,62.7,54.0,5.8,5.77,3.63,Kimberly
23679,12947.0,1.51,Ideal,G,VS2,62.2,57.0,7.28,7.36,4.55,Madrid
23680,1927.0,0.73,Premium,H,SI2,58.7,58.0,5.94,5.91,3.48,New York City
23681,2572.0,0.71,Premium,H,VS1,61.2,57.0,5.83,5.77,3.55,Dubai
23682,5241.0,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,Antwerp
23683,609.0,0.3,Ideal,F,SI1,60.6,57.0,4.34,4.37,2.64,New York City
23684,6154.0,1.0,Premium,F,VS2,62.5,54.0,6.33,6.3,3.95,Surat
23685,1628.0,0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,Las Vegas
23686,626.0,0.3,Ideal,H,VS2,61.4,56.0,4.33,4.36,2.67,Madrid
23687,1111.0,0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,Dubai
23688,11540.0,1.51,Ideal,H,VS2,62.2,57.0,7.33,7.29,4.55,Antwerp
23689,7862.0,1.01,Premium,F,VS1,58.8,60.0,6.59,6.51,3.85,Tel Aviv
23690,15949.0,2.05,Very Good,H,SI2,62.4,58.0,8.1,8.15,5.07,Antwerp
23691,2919.0,0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,Zurich
23692,8767.0,1.31,Premium,E,SI1,62.4,58.0,7.03,6.95,4.36,New York City
23693,802.0,0.31,Premium,F,VS2,59.3,60.0,4.41,4.39,2.61,Surat
23694,800.0,0.38,Ideal,I,VVS1,62.4,54.8,4.64,4.66,2.9,Paris
23695,770.0,0.4,Very Good,E,VS2,59.4,58.0,4.78,4.82,2.85,New York City
23696,13333.0,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,New York City
23697,4173.0,1.08,Premium,J,SI1,61.0,60.0,6.62,6.57,4.02,Kimberly
23698,7748.0,1.07,Ideal,G,VS1,62.2,56.0,6.53,6.56,4.07,Dubai
23699,8081.0,1.5,Very Good,I,SI1,63.5,59.0,7.16,7.08,4.52,Antwerp
23700,6653.0,1.1,Premium,G,VS2,61.2,62.0,6.64,6.6,4.05,Dubai
23701,2365.0,0.71,Ideal,F,SI2,61.2,55.0,5.77,5.79,3.54,Zurich
23702,1036.0,0.51,Premium,F,SI2,62.8,60.0,5.1,5.03,3.18,London
23703,558.0,0.31,Ideal,E,SI2,60.1,57.0,4.44,4.41,2.66,Antwerp
23704,6906.0,1.04,Premium,F,VS2,61.7,59.0,6.49,6.45,3.99,Luxembourg
23705,432.0,0.24,Ideal,J,VVS2,62.8,57.0,3.96,3.94,2.48,Luxembourg
23706,4362.0,1.03,Premium,I,SI1,61.6,59.0,6.46,6.49,3.99,Kimberly
23707,923.0,0.41,Premium,G,SI1,61.5,59.0,4.78,4.75,2.93,Amsterdam
23708,2192.0,0.61,Premium,G,VS1,62.7,57.0,5.43,5.36,3.38,Las Vegas
23709,1084.0,0.34,Ideal,G,IF,61.9,57.0,4.48,4.47,2.77,Luxembourg
23710,926.0,0.32,Ideal,F,VVS1,62.3,56.0,4.35,4.38,2.72,London
23711,5747.0,1.19,Premium,I,VS1,59.9,61.0,6.91,6.85,4.12,Kimberly
23712,7441.0,1.51,Premium,J,SI1,63.0,58.0,7.32,7.28,4.6,Tel Aviv
23713,767.0,0.35,Ideal,E,VS2,62.2,56.0,4.51,4.53,2.81,Kimberly
23714,6271.0,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,Luxembourg
23715,12677.0,2.03,Ideal,F,SI2,62.4,57.0,8.09,8.02,5.03,Surat
23716,15218.0,2.0,Ideal,I,SI1,62.9,59.0,8.08,7.95,5.05,Las Vegas
23717,16086.0,2.01,Fair,D,SI2,66.9,57.0,7.87,7.76,5.23,Surat
23718,1668.0,0.55,Ideal,E,SI1,60.6,56.0,5.33,5.3,3.22,Tel Aviv
23719,2544.0,0.84,Very Good,J,VS1,61.9,58.0,6.03,6.05,3.74,New York City
23720,2063.0,0.64,Fair,F,VS2,57.0,62.5,5.67,5.78,3.26,Surat
23721,2622.0,1.2,Fair,F,I1,65.7,56.0,6.65,6.58,4.35,Las Vegas
23722,2482.0,0.81,Ideal,H,SI1,62.8,57.0,5.95,5.92,3.73,Kimberly
23723,740.0,0.25,Ideal,E,VVS2,61.6,57.0,4.1,4.08,2.52,Madrid
23724,1167.0,0.5,Very Good,D,SI2,61.9,56.0,5.09,5.14,3.16,Surat
23725,4332.0,1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,Surat
23726,3518.0,0.71,Ideal,D,VS1,60.9,57.0,5.74,5.76,3.5,Paris
23727,13542.0,2.0,Very Good,J,VS2,60.7,60.0,8.05,8.17,4.92,Antwerp
23728,1085.0,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,Kimberly
23729,4547.0,1.06,Ideal,H,SI2,61.7,60.0,6.53,6.51,4.02,Surat
23730,9744.0,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,New York City
23731,11863.0,1.5,Very Good,D,SI1,63.1,57.0,7.31,7.24,4.59,Tel Aviv
23732,5126.0,1.01,Ideal,H,SI1,62.6,55.0,6.41,6.44,4.02,Kimberly
23733,547.0,0.32,Ideal,H,SI1,61.9,54.0,4.39,4.43,2.73,Madrid
23734,6588.0,1.29,Premium,H,SI1,61.6,57.0,7.02,6.97,4.31,Surat
23735,625.0,0.31,Very Good,G,VS1,62.9,57.0,4.3,4.32,2.71,Madrid
23736,4568.0,1.0,Good,H,SI1,61.5,64.0,6.38,6.41,3.93,London
23737,1431.0,0.59,Ideal,G,SI1,62.3,55.0,5.37,5.39,3.35,Amsterdam
23738,2956.0,0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,Tel Aviv
23739,1107.0,0.44,Ideal,I,VVS1,61.2,55.0,4.92,4.95,3.02,London
23740,6106.0,1.15,Ideal,H,SI1,62.4,54.0,6.71,6.76,4.2,Las Vegas
23741,5367.0,1.02,Ideal,G,SI1,60.6,57.0,6.49,6.52,3.94,Dubai
23742,756.0,0.32,Ideal,D,SI1,61.3,57.0,4.41,4.37,2.69,Zurich
23743,6412.0,1.01,Premium,G,VS1,59.8,59.0,6.5,6.55,3.9,Kimberly
23744,880.0,0.34,Premium,G,VS1,60.4,61.0,4.53,4.48,2.72,Zurich
23745,5817.0,1.06,Premium,D,SI1,59.4,57.0,6.72,6.65,3.97,Luxembourg
23746,8293.0,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,Madrid
23747,9576.0,1.52,Premium,E,SI2,62.9,59.0,7.31,7.26,4.58,Amsterdam
23748,11387.0,1.13,Ideal,E,VVS2,60.1,59.0,6.77,6.81,4.08,Tel Aviv
23749,1349.0,0.51,Premium,F,SI1,59.4,61.0,5.26,5.21,3.11,Tel Aviv
23750,658.0,0.3,Ideal,E,VS2,61.6,55.0,4.31,4.33,2.66,Tel Aviv
23751,2934.0,0.9,Good,H,SI2,62.7,64.0,6.0,6.09,3.79,New York City
23752,4932.0,1.13,Ideal,H,SI2,62.1,55.0,6.65,6.68,4.14,Surat
23753,557.0,0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,London
23754,723.0,0.33,Ideal,E,VS2,62.4,55.0,4.4,4.42,2.75,Madrid
23755,3478.0,0.72,Ideal,G,VS1,61.4,56.0,5.75,5.79,3.55,New York City
23756,6116.0,1.29,Premium,G,SI2,61.1,59.0,7.03,6.95,4.27,Surat
23757,5497.0,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,Kimberly
23758,1429.0,0.5,Good,G,VS1,57.5,56.0,5.3,5.24,3.03,Zurich
23759,14548.0,2.03,Ideal,I,SI1,62.6,55.0,8.06,8.11,5.06,Kimberly
23760,876.0,0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92,Kimberly
23761,631.0,0.33,Ideal,D,SI2,62.4,56.0,4.44,4.41,2.76,Tel Aviv
23762,1008.0,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,London
23763,8990.0,1.2,Good,F,VS2,62.3,57.0,6.74,6.78,4.21,Surat
23764,4912.0,1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,New York City
23765,9600.0,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,Antwerp
23766,3417.0,0.72,Ideal,H,VVS2,61.7,55.0,5.77,5.8,3.57,New York City
23767,1816.0,0.64,Premium,F,SI1,61.2,58.0,5.6,5.54,3.41,Surat
23768,2510.0,0.56,Ideal,F,VVS1,62.1,56.0,5.29,5.3,3.29,Madrid
23769,5853.0,1.2,Very Good,H,VS1,63.1,57.0,6.69,6.65,4.2,Surat
23770,815.0,0.29,Ideal,E,IF,61.9,57.0,4.25,4.29,2.64,London
23771,4452.0,1.0,Premium,F,SI2,61.3,61.0,6.39,6.36,3.91,New York City
23772,1656.0,0.58,Very Good,E,VS2,61.9,58.0,5.31,5.36,3.3,Antwerp
23773,8444.0,1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44,Las Vegas
23774,4603.0,1.03,Ideal,H,SI1,62.3,56.0,6.48,6.45,4.03,Dubai
23775,576.0,0.25,Very Good,F,VVS1,60.7,59.0,4.07,4.1,2.48,Madrid
23776,7943.0,1.59,Ideal,J,SI1,61.3,57.0,7.43,7.52,4.58,Zurich
23777,3031.0,0.77,Fair,F,VS1,66.8,57.0,5.66,5.76,3.82,Las Vegas
23778,705.0,0.41,Very Good,F,SI1,63.0,56.0,4.71,4.78,2.99,Las Vegas
23779,2536.0,0.7,Premium,I,VVS1,59.1,60.0,5.8,5.77,3.42,Antwerp
23780,1569.0,0.58,Ideal,F,SI1,60.9,55.0,5.39,5.41,3.29,New York City
23781,939.0,0.33,Ideal,F,VVS1,61.9,55.0,4.46,4.47,2.76,Antwerp
23782,1221.0,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,Kimberly
23783,2655.0,0.62,Ideal,G,IF,62.2,54.0,5.46,5.51,3.41,Antwerp
23784,11382.0,1.04,Premium,E,VVS1,60.9,58.0,6.61,6.53,4.0,Antwerp
23785,11073.0,1.3,Ideal,G,VVS2,62.0,57.0,6.96,7.03,4.34,Kimberly
23786,6652.0,0.91,Ideal,D,VS1,62.3,59.0,6.16,6.19,3.85,Paris
23787,3549.0,1.09,Ideal,G,I1,61.0,56.0,6.62,6.66,4.05,Tel Aviv
23788,2527.0,0.7,Premium,F,SI1,62.1,58.0,5.7,5.64,3.52,Madrid
23789,7755.0,1.57,Premium,I,VS2,62.2,58.0,7.43,7.35,4.59,Surat
23790,4855.0,1.02,Ideal,F,SI2,61.3,56.0,6.5,6.48,3.98,Las Vegas
23791,8620.0,1.58,Very Good,H,SI2,62.4,57.0,7.36,7.45,4.62,Madrid
23792,939.0,0.39,Ideal,F,VS1,61.7,56.1,4.65,4.7,2.89,Tel Aviv
23793,7976.0,1.57,Premium,I,SI2,62.4,58.0,7.41,7.37,4.61,Tel Aviv
23794,3701.0,0.71,Ideal,F,VS1,61.0,56.0,5.77,5.8,3.53,Amsterdam
23795,1316.0,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,Kimberly
23796,808.0,0.32,Ideal,D,VS2,61.5,55.0,4.43,4.45,2.73,New York City
23797,3431.0,0.71,Ideal,G,VS1,61.8,55.0,5.71,5.76,3.55,Madrid
23798,1002.0,0.33,Premium,E,VS1,61.6,58.0,4.45,4.41,2.73,New York City
23799,3443.0,1.09,Fair,J,VS2,64.6,58.0,6.48,6.41,4.16,Las Vegas
23800,1937.0,0.54,Ideal,F,VS1,60.9,56.0,5.27,5.29,3.21,Madrid
23801,18458.0,2.03,Ideal,F,SI2,63.3,55.0,7.96,8.05,5.08,Kimberly
23802,2730.0,0.51,Ideal,F,IF,62.5,54.0,5.12,5.16,3.21,Paris
23803,5954.0,1.01,Good,E,VS2,63.4,56.0,6.35,6.37,4.03,Antwerp
23804,723.0,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,Amsterdam
23805,4900.0,1.06,Very Good,H,SI1,60.2,59.0,6.6,6.55,3.96,Kimberly
23806,5392.0,1.12,Ideal,I,VS2,61.2,54.0,6.74,6.77,4.13,Antwerp
23807,1548.0,0.45,Premium,D,VVS2,59.8,59.0,5.01,4.85,2.96,Luxembourg
23808,842.0,0.4,Premium,F,VS2,61.0,59.0,4.71,4.76,2.89,New York City
23809,4796.0,1.02,Good,H,SI1,63.4,57.0,6.36,6.42,4.05,Kimberly
23810,792.0,0.43,Ideal,E,SI1,61.5,56.0,4.85,4.9,3.0,Antwerp
23811,1723.0,0.56,Ideal,D,SI1,60.5,57.0,5.31,5.36,3.23,Amsterdam
23812,6199.0,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,London
23813,12196.0,1.5,Premium,G,VS2,62.5,59.0,7.28,7.32,4.56,Antwerp
23814,7790.0,1.06,Ideal,G,VS1,61.2,56.0,6.56,6.62,4.03,Paris
23815,658.0,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,Luxembourg
23816,913.0,0.34,Ideal,G,VVS1,61.8,56.0,4.48,4.51,2.78,Surat
23817,2726.0,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,Las Vegas
23818,789.0,0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,Antwerp
23819,776.0,0.3,Ideal,F,VS2,62.9,57.0,4.29,4.26,2.69,New York City
23820,684.0,0.3,Very Good,G,VVS2,62.9,55.0,4.3,4.32,2.71,Amsterdam
23821,17051.0,2.09,Ideal,G,VS2,61.8,57.0,8.24,8.17,5.07,Antwerp
23822,13820.0,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,New York City
23823,807.0,0.43,Ideal,D,SI1,61.6,56.0,4.82,4.86,2.98,London
23824,2001.0,0.72,Very Good,G,SI2,63.4,57.0,5.67,5.71,3.61,Dubai
23825,2020.0,0.7,Premium,H,SI1,62.7,59.0,5.68,5.63,3.55,New York City
23826,1923.0,0.75,Ideal,J,VS2,62.3,57.0,5.81,5.84,3.63,Amsterdam
23827,651.0,0.4,Ideal,G,SI2,60.6,56.0,4.82,4.79,2.91,Surat
23828,2846.0,1.01,Good,H,I1,64.2,61.0,6.25,6.18,3.99,Dubai
23829,3105.0,0.78,Ideal,I,VS1,61.9,56.0,5.91,5.94,3.67,Antwerp
23830,7665.0,1.01,Ideal,E,VS1,62.7,55.0,6.45,6.4,4.03,Kimberly
23831,1080.0,0.36,Ideal,G,VVS1,60.9,57.0,4.63,4.57,2.8,Luxembourg
23832,7247.0,1.05,Ideal,G,VS1,61.5,55.0,6.56,6.59,4.04,London
23833,878.0,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,Surat
23834,5664.0,1.29,Premium,I,VS1,61.1,58.0,7.03,6.98,4.28,Dubai
23835,1093.0,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,Luxembourg
23836,538.0,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,Paris
23837,4884.0,1.02,Premium,H,SI1,62.9,59.0,6.41,6.38,4.02,Surat
23838,1337.0,0.5,Very Good,H,VS2,62.3,56.0,5.06,5.11,3.17,Antwerp
23839,5821.0,1.05,Premium,D,SI1,58.6,60.0,6.73,6.66,3.92,Las Vegas
23840,12526.0,1.5,Very Good,F,VS2,61.3,58.0,7.24,7.29,4.45,Luxembourg
23841,929.0,0.32,Ideal,F,IF,61.3,57.0,4.4,4.44,2.71,Las Vegas
23842,2222.0,0.7,Premium,D,SI2,61.8,55.0,5.71,5.68,3.52,Zurich
23843,17221.0,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,Surat
23844,594.0,0.32,Very Good,E,VS2,61.6,58.0,4.4,4.47,2.73,Kimberly
23845,10080.0,1.5,Fair,E,SI2,66.3,60.0,7.09,7.02,4.68,New York City
23846,3351.0,0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,Kimberly
23847,6890.0,1.06,Ideal,G,VS2,61.9,54.0,6.54,6.58,4.06,Madrid
23848,7152.0,1.19,Very Good,E,VS2,59.2,60.0,6.93,6.95,4.11,Kimberly
23849,867.0,0.4,Ideal,F,VS2,61.0,62.0,4.71,4.74,2.88,Zurich
23850,1975.0,0.55,Premium,D,VS1,62.0,58.0,5.26,5.28,3.27,Antwerp
23851,2131.0,0.62,Good,F,VVS2,59.9,62.0,5.51,5.53,3.3,Surat
23852,1637.0,0.5,Very Good,G,VS1,62.7,59.0,5.04,5.07,3.17,Antwerp
23853,17666.0,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,Kimberly
23854,541.0,0.29,Very Good,G,VVS2,61.9,56.0,4.27,4.3,2.65,London
23855,491.0,0.3,Ideal,H,VS2,62.3,56.0,4.29,4.31,2.68,Las Vegas
