,price,carat,depth,table,x,y,z,city,clarity,color,cut
20009,1648,0.52,61.1,57.0,5.17,5.22,3.17,Kimberly,VS1,H,Ideal
20010,12672,1.5,62.5,59.0,7.23,7.27,4.53,Dubai,VS2,G,Very Good
20011,868,0.4,61.1,55.0,4.75,4.78,2.91,Zurich,VVS2,H,Ideal
20012,4022,1.5,62.9,60.0,7.31,7.22,4.57,Dubai,I1,H,Premium
20013,760,0.27,61.9,56.0,4.16,4.19,2.58,New York City,VVS2,E,Ideal
20014,1068,0.38,60.9,56.0,4.71,4.68,2.06,Luxembourg,VVS2,E,Ideal
20015,9007,1.12,61.8,56.0,6.67,6.69,4.13,Paris,VS1,F,Ideal
20016,3019,0.93,61.4,56.0,6.27,6.23,3.84,London,SI2,G,Premium
20017,473,0.36,62.4,58.0,4.56,4.58,2.85,Paris,SI2,G,Premium
20018,2458,0.71,62.3,60.0,5.68,5.65,3.53,New York City,SI1,F,Premium
20019,4914,0.9,62.6,59.0,6.17,6.14,3.85,Antwerp,VS2,D,Premium
20020,1141,0.33,61.8,55.0,4.44,4.46,2.75,Tel Aviv,VVS1,F,Ideal
20021,10680,1.7,61.9,62.0,7.52,7.58,4.67,Amsterdam,SI1,I,Very Good
20022,2090,0.54,61.8,56.0,5.25,5.23,3.24,Las Vegas,VVS2,G,Ideal
20023,1073,0.52,61.7,58.0,5.23,5.18,3.15,Las Vegas,SI2,F,Premium
20024,2415,0.7,63.0,61.0,5.64,5.51,3.51,New York City,VS2,E,Premium
20025,891,0.31,61.9,55.0,4.35,4.38,2.7,London,IF,G,Ideal
20026,8546,1.05,60.1,57.0,6.63,6.68,4.0,Paris,VVS1,G,Ideal
20027,4326,1.03,62.0,58.0,6.47,6.43,4.0,Kimberly,SI1,I,Premium
20028,1057,0.41,60.0,61.0,4.78,4.86,2.89,Amsterdam,VVS1,E,Very Good
20029,6041,1.01,69.0,61.0,6.06,5.99,4.16,Antwerp,VS2,F,Fair
20030,2266,0.71,62.3,56.0,5.68,5.72,3.55,Dubai,SI2,G,Ideal
20031,478,0.34,60.6,58.0,4.55,4.57,2.76,Surat,SI2,F,Very Good
20032,552,0.3,62.5,60.0,4.24,4.27,2.66,Paris,VVS1,I,Very Good
20033,5055,0.91,61.1,58.0,6.28,6.2,3.81,Kimberly,VS2,E,Premium
20034,1154,0.51,59.8,57.0,5.22,5.25,3.13,Luxembourg,SI1,H,Ideal
20035,15081,1.01,63.2,59.0,6.34,6.38,4.02,Antwerp,IF,D,Good
20036,2339,1.05,61.8,56.0,6.53,6.48,4.02,Zurich,I1,I,Premium
20037,744,0.38,60.4,58.0,4.67,4.7,2.83,Amsterdam,VS2,E,Very Good
20038,4132,1.22,62.2,60.0,6.89,6.77,4.25,Antwerp,SI2,J,Premium
20039,1144,0.45,58.6,62.2,5.0,5.05,2.95,Las Vegas,VS1,F,Good
20040,4204,1.05,63.2,59.0,6.36,6.43,4.04,Paris,SI2,E,Good
20041,1338,0.56,63.3,56.0,5.26,5.22,3.32,Surat,SI1,F,Very Good
20042,2171,0.67,60.6,61.0,5.65,5.61,3.41,New York City,VVS2,H,Premium
20043,730,0.33,61.7,55.0,4.48,4.5,2.77,Madrid,VVS1,H,Ideal
20044,1114,0.33,61.9,55.0,4.44,4.42,2.74,Paris,IF,H,Ideal
20045,4572,1.12,62.0,56.0,6.69,6.59,4.13,Kimberly,SI1,H,Premium
20046,1076,0.41,61.2,57.0,4.8,4.77,2.93,Zurich,VS1,F,Premium
20047,600,0.41,60.6,59.0,4.84,4.8,2.92,New York City,SI2,I,Premium
20048,4764,1.07,61.5,57.0,6.6,6.57,4.05,London,SI2,F,Ideal
20049,4264,0.94,62.5,58.0,6.26,6.18,3.89,Tel Aviv,VS2,H,Premium
20050,450,0.32,61.9,54.0,4.41,4.45,2.74,Surat,SI1,I,Ideal
20051,742,0.34,61.3,56.0,4.5,4.54,2.77,Antwerp,VS1,D,Ideal
20052,889,0.39,60.1,61.0,4.72,4.76,2.85,Antwerp,VS2,E,Very Good
20053,1367,0.41,61.3,57.0,4.77,4.79,2.93,Madrid,VVS1,E,Ideal
20054,4503,0.93,63.8,59.0,6.15,6.21,3.94,Kimberly,VS1,G,Good
20055,561,0.32,62.0,58.0,4.33,4.38,2.7,Zurich,VS2,G,Premium
20056,3288,1.03,63.1,56.0,6.43,6.38,4.04,Kimberly,SI2,H,Very Good
20057,1123,0.4,61.5,58.0,4.69,4.74,2.9,Zurich,VVS1,G,Premium
20058,16378,2.07,60.6,58.0,8.24,8.29,5.01,Kimberly,VS2,I,Very Good
20059,1069,0.33,61.0,55.0,4.51,4.47,2.74,Kimberly,VS1,E,Premium
20060,6504,1.22,59.4,60.0,7.02,6.96,4.15,Antwerp,VS1,I,Premium
20061,1168,0.4,61.9,55.0,4.75,4.78,2.95,Amsterdam,VVS1,F,Ideal
20062,649,0.37,60.8,57.0,4.61,4.66,2.82,Dubai,VS2,G,Ideal
20063,583,0.31,61.6,56.0,4.35,4.38,2.69,Antwerp,VS2,F,Ideal
20064,838,0.33,60.9,57.0,4.49,4.51,2.74,Dubai,VVS1,G,Ideal
20065,1087,0.42,62.0,58.0,4.81,4.77,2.97,Zurich,VS2,G,Premium
20066,3360,0.51,62.7,62.0,5.09,4.96,3.15,Dubai,SI1,F,Premium
20067,720,0.4,63.5,55.0,4.67,4.72,2.98,Madrid,SI1,D,Good
20068,7404,1.13,60.0,60.0,6.87,6.72,4.08,Antwerp,VS1,G,Premium
20069,2106,0.65,61.8,55.0,5.6,5.56,3.45,New York City,VS1,H,Ideal
20070,1181,0.41,62.5,57.0,4.75,4.72,2.96,London,VVS2,D,Ideal
20071,6559,1.3,62.2,56.0,7.0,6.96,4.34,Zurich,SI2,F,Ideal
20072,5883,1.03,62.4,60.0,6.48,6.43,4.03,Dubai,VS1,H,Premium
20073,449,0.24,61.3,56.0,4.01,4.04,2.46,Paris,VVS1,H,Very Good
20074,942,0.31,60.7,56.0,4.38,4.35,2.65,Zurich,VS2,D,Ideal
20075,3280,1.01,65.5,58.0,6.28,6.24,4.1,Zurich,SI1,I,Fair
20076,1367,0.46,60.5,58.0,4.97,5.02,3.02,Antwerp,VS1,F,Premium
20077,4320,1.01,62.7,59.0,6.33,6.27,3.95,Kimberly,SI1,H,Premium
20078,4646,1.0,63.9,55.0,6.28,6.34,4.03,Las Vegas,SI1,E,Good
20079,802,0.31,59.7,60.0,4.42,4.39,2.63,Kimberly,VS2,F,Premium
20080,2436,0.7,61.8,57.0,5.67,5.72,3.52,London,SI1,I,Ideal
20081,9419,1.16,62.2,56.0,6.74,6.7,4.18,New York City,VVS2,G,Ideal
20082,2298,0.56,61.7,55.0,5.29,5.34,3.28,Dubai,IF,G,Ideal
20083,2511,0.71,60.8,62.0,5.7,5.74,3.48,Amsterdam,SI1,E,Good
20084,477,0.32,61.8,55.0,4.38,4.42,2.72,New York City,SI2,D,Ideal
20085,932,0.36,61.4,58.0,4.6,4.56,2.81,Antwerp,VS2,F,Premium
20086,7702,1.4,59.2,60.0,7.35,7.3,4.34,Las Vegas,VS2,I,Very Good
20087,1593,0.55,61.7,56.0,5.24,5.29,3.25,Paris,VVS1,I,Ideal
20088,2792,0.7,62.1,60.0,5.71,5.65,3.53,Madrid,VS1,F,Premium
20089,3798,0.9,59.5,62.0,6.2,6.23,3.7,Luxembourg,SI2,D,Good
20090,10184,2.01,63.1,59.0,7.96,7.88,5.0,London,SI2,H,Very Good
20091,9823,3.11,65.9,57.0,9.15,9.02,5.98,Surat,I1,J,Fair
20092,9155,1.53,61.6,58.0,7.37,7.4,4.55,Antwerp,VVS1,J,Premium
20093,904,0.46,60.1,57.0,5.01,5.04,3.02,Luxembourg,SI1,F,Very Good
20094,8504,1.21,61.0,58.0,6.88,6.82,4.18,Surat,VS2,G,Premium
20095,6999,1.01,63.3,60.0,6.32,6.35,4.01,Kimberly,VS1,F,Good
20096,1446,0.62,60.1,61.0,5.55,5.59,3.35,Paris,SI1,H,Very Good
20097,3763,0.91,60.3,57.0,6.26,6.34,3.8,Dubai,SI2,F,Ideal
20098,1819,0.56,61.9,55.0,5.25,5.31,3.27,Surat,VS2,E,Very Good
20099,1987,0.5,62.7,56.0,5.08,5.03,3.17,Zurich,VVS2,F,Premium
20100,431,0.23,62.6,56.0,3.92,3.95,2.46,Paris,VVS2,H,Very Good
20101,2300,0.79,60.8,56.0,5.98,6.02,3.65,Zurich,VS2,J,Very Good
20102,1192,0.41,62.6,55.0,4.76,4.73,2.97,New York City,VVS2,F,Ideal
20103,13720,1.5,63.8,58.0,7.21,7.12,4.57,Luxembourg,VS1,G,Good
20104,439,0.27,61.9,56.0,4.14,4.17,2.57,Tel Aviv,VS1,G,Very Good
20105,5068,1.44,61.1,62.0,7.15,7.23,4.39,Zurich,I1,E,Very Good
20106,3480,1.13,62.7,59.0,6.58,6.63,4.14,Tel Aviv,I1,H,Premium
20107,3660,0.9,59.9,61.0,6.16,6.2,3.7,Antwerp,SI2,E,Good
20108,2096,0.71,63.1,57.0,5.61,5.65,3.55,Antwerp,SI1,H,Good
20109,2696,0.56,60.9,56.0,5.4,5.33,3.27,Las Vegas,VVS2,E,Ideal
20110,802,0.31,61.5,56.0,4.43,4.39,2.71,Antwerp,VS1,G,Ideal
20111,1107,0.41,61.6,59.0,4.77,4.74,2.93,New York City,VS2,F,Premium
20112,1624,0.5,62.2,55.0,5.07,5.09,3.16,New York City,VS2,E,Ideal
20113,765,0.34,62.7,55.0,4.47,4.46,2.8,Zurich,SI1,E,Ideal
20114,620,0.27,61.5,58.0,4.16,4.23,2.58,Antwerp,VVS1,E,Very Good
20115,16048,1.5,59.1,59.0,7.45,7.48,4.41,Surat,VS2,F,Very Good
20116,3927,0.76,62.0,56.0,5.86,5.88,3.64,Kimberly,VVS2,G,Ideal
20117,2852,0.91,63.5,57.0,6.12,6.07,3.87,Surat,SI1,I,Very Good
20118,2271,0.53,62.9,54.0,5.19,5.15,3.25,Tel Aviv,VVS2,E,Ideal
20119,6509,1.23,61.4,56.0,6.94,6.91,4.25,Tel Aviv,SI1,G,Ideal
20120,1246,0.53,56.7,59.0,5.39,5.37,3.05,Surat,SI1,E,Good
20121,5645,1.05,62.6,59.0,6.5,6.43,4.05,Antwerp,VS2,E,Premium
20122,1115,0.41,62.3,56.0,4.73,4.77,2.96,Paris,VVS2,F,Ideal
20123,1676,0.5,62.9,55.0,5.11,5.07,3.2,London,VS2,E,Ideal
20124,1835,0.52,60.9,56.0,5.21,5.17,3.16,Surat,VS1,D,Ideal
20125,12905,1.2,62.3,60.0,6.74,6.8,4.22,Dubai,IF,F,Very Good
20126,827,0.41,62.7,56.0,4.72,4.76,2.97,Amsterdam,VS2,G,Ideal
20127,6209,1.0,62.8,57.0,6.38,6.29,3.98,Dubai,VVS2,G,Premium
20128,6272,1.0,59.9,59.0,6.45,6.38,3.84,Paris,VS2,E,Premium
20129,3453,0.91,60.9,61.0,6.24,6.18,3.78,Dubai,SI2,H,Premium
20130,6666,1.2,63.5,56.0,6.77,6.7,4.28,Antwerp,SI1,G,Very Good
20131,14775,2.25,61.2,63.0,8.49,8.38,5.16,New York City,SI2,H,Very Good
20132,4285,1.01,61.4,64.0,6.29,6.42,3.9,Dubai,SI2,E,Good
20133,4008,0.9,60.8,58.0,6.2,6.29,3.8,Dubai,SI1,G,Ideal
20134,15321,2.08,61.2,58.0,8.24,8.16,5.02,Paris,SI2,I,Premium
20135,6013,1.17,62.2,53.0,6.78,6.81,4.23,Antwerp,VS1,I,Ideal
20136,755,0.3,61.7,56.0,4.3,4.33,2.66,Surat,VS1,E,Very Good
20137,1087,0.47,60.2,61.0,5.05,4.96,3.02,Paris,SI1,E,Premium
20138,2282,0.71,64.5,55.6,5.58,5.61,3.6,Zurich,SI2,F,Good
20139,10534,1.71,62.3,58.0,7.66,7.62,4.76,Tel Aviv,SI2,H,Premium
20140,4873,1.13,61.1,59.0,6.74,6.67,4.1,Antwerp,VS1,J,Premium
20141,914,0.31,61.2,56.0,4.37,4.39,2.68,Las Vegas,IF,F,Ideal
20142,1115,0.41,61.4,56.0,4.76,4.81,2.94,Kimberly,VVS2,F,Ideal
20143,13885,2.26,61.1,57.0,8.45,8.4,5.15,Las Vegas,SI2,H,Premium
20144,2310,0.51,61.9,56.0,5.17,5.13,3.19,Tel Aviv,VVS2,F,Premium
20145,9100,1.59,63.6,57.0,7.43,7.39,4.71,Luxembourg,SI2,F,Good
20146,3084,0.81,61.2,60.0,6.0,5.99,3.67,Amsterdam,VS2,G,Premium
20147,932,0.36,62.9,57.0,4.6,4.56,2.88,Surat,VS1,G,Ideal
20148,1076,0.55,61.4,54.0,5.3,5.35,3.27,New York City,SI1,I,Ideal
20149,5384,1.09,60.9,59.0,6.64,6.59,4.03,Paris,SI1,F,Premium
20150,15964,3.4,66.8,52.0,9.42,9.34,6.27,Madrid,I1,D,Fair
20151,1061,0.32,61.6,56.0,4.43,4.37,2.71,Antwerp,VVS1,E,Ideal
20152,4485,0.9,63.5,57.0,6.02,6.07,3.84,Surat,VVS1,H,Very Good
20153,1438,0.51,62.4,56.0,5.11,5.14,3.2,Paris,VS2,G,Ideal
20154,770,0.5,60.5,60.0,5.15,5.07,3.1,Paris,I1,F,Premium
20155,5775,1.0,60.5,57.0,6.48,6.52,3.93,Madrid,SI1,D,Ideal
20156,1094,0.36,61.7,56.0,4.58,4.56,2.82,Amsterdam,VS1,E,Ideal
20157,18777,1.51,62.6,59.0,7.33,7.24,4.56,Zurich,VVS1,F,Very Good
20158,2398,0.7,62.1,57.0,5.65,5.69,3.52,Antwerp,SI2,F,Ideal
20159,1574,0.54,59.6,59.0,5.34,5.3,3.17,Madrid,SI1,G,Ideal
20160,14638,2.11,61.2,55.0,8.33,8.3,5.09,Antwerp,VS2,J,Ideal
20161,3091,1.2,60.3,58.0,6.82,6.77,4.1,Antwerp,I1,G,Premium
20162,2693,0.9,63.9,56.0,6.1,6.17,3.92,Paris,SI2,J,Good
20163,2386,0.71,62.4,56.0,5.74,5.71,3.57,Zurich,SI1,G,Ideal
20164,6265,1.01,61.7,60.0,6.36,6.45,3.95,Amsterdam,VS2,E,Very Good
20165,2585,0.73,61.8,56.0,5.76,5.83,3.58,Surat,SI2,G,Ideal
20166,8062,1.53,63.7,58.0,7.31,7.27,4.64,Kimberly,SI2,I,Ideal
20167,4795,1.25,60.0,57.0,7.07,7.02,4.23,Antwerp,VS2,I,Ideal
20168,5005,1.09,61.2,58.0,6.63,6.58,4.03,Dubai,VS2,H,Premium
20169,1250,0.5,62.8,56.0,5.03,5.06,3.17,New York City,SI1,F,Very Good
20170,2571,0.71,61.0,59.0,5.72,5.69,3.48,Antwerp,VS2,F,Premium
20171,9201,1.0,62.5,57.0,6.31,6.36,3.96,London,VVS1,F,Very Good
20172,9498,1.51,62.1,58.0,7.32,7.29,4.54,New York City,VVS2,I,Premium
20173,1971,0.51,61.6,59.0,5.12,5.08,3.14,London,VVS1,G,Premium
20174,4901,1.0,62.6,59.0,6.34,6.38,3.98,Paris,SI2,F,Very Good
20175,1748,0.57,62.5,59.0,5.28,5.32,3.31,London,VS2,D,Very Good
20176,552,0.4,62.2,57.0,4.71,4.74,2.94,Surat,SI1,J,Ideal
20177,872,0.31,61.0,54.0,4.41,4.37,2.68,London,VS2,E,Ideal
20178,720,0.32,63.1,57.0,4.37,4.34,2.75,Tel Aviv,VS1,H,Very Good
20179,673,0.3,63.0,55.0,4.29,4.28,2.7,Zurich,VS2,F,Ideal
20180,3299,0.91,61.9,58.0,6.18,6.22,3.84,Zurich,VS2,J,Ideal
20181,2479,0.7,61.8,58.0,5.66,5.64,3.49,Antwerp,VS2,G,Premium
20182,1939,0.53,60.8,55.0,5.26,5.3,3.21,Kimberly,VS1,F,Ideal
20183,16237,2.32,62.5,59.0,8.51,8.44,5.3,Kimberly,SI2,F,Premium
20184,1135,0.42,61.0,56.0,4.79,4.82,2.93,Antwerp,IF,H,Ideal
20185,1601,0.5,61.4,58.0,5.07,5.12,3.13,Dubai,VS1,F,Ideal
20186,3125,0.52,61.8,55.0,5.2,5.19,3.21,Madrid,VVS1,E,Ideal
20187,705,0.41,63.6,58.0,4.72,4.74,3.01,Las Vegas,SI1,E,Good
20188,4438,1.01,61.3,56.0,6.53,6.45,3.98,Paris,VS2,I,Very Good
20189,1419,0.59,61.1,56.0,5.4,5.44,3.31,Tel Aviv,SI2,D,Ideal
20190,1074,0.31,61.6,56.0,4.39,4.35,2.69,Las Vegas,VVS2,E,Ideal
20191,625,0.31,63.7,56.0,4.27,4.3,2.73,Surat,VS1,G,Good
20192,1125,0.4,60.3,58.0,4.82,4.8,2.9,Luxembourg,VS1,E,Premium
20193,1654,0.5,62.6,56.0,5.05,5.04,3.16,Kimberly,SI1,D,Premium
20194,1318,0.38,59.1,58.0,4.74,4.77,2.81,Madrid,IF,E,Good
20195,9178,1.36,59.9,58.0,7.16,7.2,4.3,New York City,VS1,H,Very Good
20196,911,0.3,61.0,55.0,4.36,4.33,2.65,Las Vegas,VS2,D,Ideal
20197,1631,0.53,62.2,56.0,5.19,5.23,3.24,London,SI1,D,Ideal
20198,11129,1.51,59.6,60.0,7.47,7.43,4.44,Luxembourg,SI1,G,Premium
20199,5430,1.01,62.3,59.0,6.38,6.33,3.96,Dubai,VS2,E,Premium
20200,525,0.25,62.4,55.0,4.04,4.08,2.53,Surat,VVS1,H,Ideal
20201,17036,1.75,59.6,60.0,7.76,7.9,4.67,Surat,VS1,G,Very Good
20202,2603,0.7,58.3,60.0,5.83,5.8,3.39,Kimberly,VVS1,H,Premium
20203,5751,1.17,62.1,54.0,6.83,6.77,4.22,Las Vegas,SI1,H,Ideal
20204,880,0.34,61.4,58.0,4.5,4.46,2.75,Kimberly,VVS2,H,Premium
20205,3605,0.79,61.2,57.0,5.94,5.98,3.65,Antwerp,SI1,D,Ideal
20206,1066,0.5,61.4,56.0,5.13,5.16,3.16,London,SI1,I,Ideal
20207,961,0.41,59.8,57.0,4.86,4.81,2.89,Paris,VS1,G,Ideal
20208,1107,0.41,61.8,57.0,4.79,4.75,2.95,Antwerp,VS2,F,Ideal
20209,755,0.41,62.8,59.0,4.74,4.75,2.98,New York City,SI1,E,Very Good
20210,2999,0.74,60.9,62.0,5.83,5.8,3.54,New York City,VS1,E,Premium
20211,3495,0.72,61.3,55.0,5.78,5.83,3.56,Kimberly,VS2,F,Ideal
20212,1437,0.59,60.5,59.0,5.44,5.41,3.28,Kimberly,SI1,G,Premium
20213,7108,1.52,61.9,57.0,7.43,7.38,4.58,Antwerp,SI2,G,Ideal
20214,4265,1.11,62.6,59.0,6.6,6.56,4.12,Luxembourg,VS2,J,Premium
20215,9012,1.05,60.6,60.0,6.59,6.57,3.99,Antwerp,IF,G,Premium
20216,4794,1.09,61.1,59.0,6.69,6.63,4.07,Kimberly,SI2,G,Premium
20217,702,0.32,62.2,55.0,4.37,4.38,2.72,Tel Aviv,VS2,E,Ideal
20218,2359,0.72,61.8,54.0,5.76,5.8,3.57,Las Vegas,SI1,H,Ideal
20219,1999,0.7,62.1,62.0,5.67,5.63,3.51,Dubai,SI2,H,Premium
20220,2560,0.74,62.3,58.0,5.77,5.72,3.58,Zurich,VS2,F,Premium
20221,2956,0.72,62.2,56.0,5.75,5.73,3.57,Zurich,VS2,F,Ideal
20222,1013,0.36,61.9,57.0,4.6,4.55,2.83,Amsterdam,IF,H,Ideal
20223,706,0.35,62.1,56.0,4.52,4.56,2.82,Luxembourg,VS1,G,Ideal
20224,1698,0.51,61.0,55.0,5.18,5.21,3.17,Surat,SI1,H,Very Good
20225,1406,0.37,59.2,57.0,4.75,4.71,2.8,Surat,VVS1,F,Ideal
20226,6573,1.21,59.8,58.0,6.95,6.9,4.14,Amsterdam,SI1,H,Premium
20227,5255,1.02,64.8,59.0,6.33,6.23,4.07,Zurich,SI1,F,Fair
20228,1822,0.52,62.3,56.0,5.11,5.16,3.2,Las Vegas,VS2,D,Ideal
20229,2437,0.7,65.7,55.0,5.45,5.51,3.6,Dubai,VS2,E,Fair
20230,17892,2.28,62.1,59.0,8.4,8.44,5.23,Las Vegas,SI2,H,Premium
20231,18281,2.08,58.9,61.0,8.35,8.36,4.92,Paris,VS2,I,Very Good
20232,8109,1.77,63.4,60.0,7.61,7.65,4.84,Amsterdam,SI2,J,Good
20233,1330,0.58,61.4,55.0,5.38,5.41,3.31,Antwerp,SI1,G,Ideal
20234,864,0.32,61.9,59.0,4.39,4.37,2.71,Amsterdam,IF,I,Premium
20235,804,0.31,60.2,56.0,4.46,4.41,2.67,Las Vegas,VS2,D,Ideal
20236,5476,1.03,62.1,56.0,6.43,6.48,4.01,Kimberly,SI1,E,Ideal
20237,2348,0.7,62.8,59.0,5.66,5.59,3.53,Tel Aviv,SI1,F,Premium
20238,1424,0.59,62.0,53.0,5.38,5.43,3.35,Surat,SI1,F,Ideal
20239,5766,1.04,59.6,59.0,6.59,6.56,3.92,Antwerp,SI1,E,Premium
20240,766,0.31,59.4,58.0,4.41,4.45,2.63,Paris,VVS1,F,Premium
20241,6202,1.54,59.3,59.0,7.54,7.5,4.46,Zurich,VS2,J,Premium
20242,2395,0.73,62.1,58.0,5.75,5.81,3.59,Kimberly,SI2,E,Very Good
20243,1547,0.42,61.8,55.0,4.83,4.85,2.99,Madrid,VVS1,D,Ideal
20244,16900,2.03,64.4,54.0,7.97,7.92,5.12,Luxembourg,SI1,H,Ideal
20245,3177,0.7,63.8,57.0,5.61,5.65,3.59,Antwerp,VS1,E,Very Good
20246,814,0.32,61.4,55.0,4.42,4.47,2.73,Luxembourg,IF,H,Ideal
20247,15762,2.0,65.6,58.0,7.92,7.76,5.15,Kimberly,SI1,H,Fair
20248,1232,0.51,64.2,56.0,5.05,5.02,3.23,New York City,SI2,D,Good
20249,787,0.33,61.7,59.0,4.43,4.45,2.74,Dubai,IF,H,Very Good
20250,15282,2.11,62.0,55.0,8.23,8.18,5.09,Antwerp,SI1,I,Ideal
20251,648,0.32,60.7,60.0,4.41,4.39,2.67,Antwerp,VS2,H,Premium
20252,2275,0.66,59.6,60.2,5.66,5.71,3.38,New York City,VS1,G,Good
20253,675,0.3,63.2,57.0,4.3,4.25,2.7,Madrid,SI1,E,Very Good
20254,2880,0.92,58.7,61.0,6.34,6.43,3.75,Kimberly,SI2,J,Very Good
20255,6530,1.22,63.1,58.0,6.8,6.74,4.27,Surat,SI1,F,Very Good
20256,8638,1.0,61.0,62.0,6.4,6.46,3.92,Antwerp,VVS2,E,Very Good
20257,2590,0.71,60.9,58.0,5.74,5.79,3.51,Antwerp,VS1,H,Ideal
20258,844,0.3,61.4,55.0,4.34,4.32,2.66,Zurich,VS2,E,Ideal
20259,561,0.32,62.9,54.0,4.37,4.41,2.76,Surat,VS1,H,Very Good
20260,1043,0.4,62.2,57.0,4.71,4.74,2.94,Tel Aviv,VS1,D,Ideal
20261,1813,0.53,62.7,54.0,5.18,5.15,3.24,Kimberly,VS2,E,Ideal
20262,2675,0.73,61.4,60.0,5.74,5.76,3.53,Paris,SI1,F,Very Good
20263,2109,0.7,60.6,61.0,5.71,5.77,3.48,Tel Aviv,SI2,F,Good
20264,446,0.35,61.8,55.0,4.54,4.56,2.81,New York City,VS2,J,Ideal
20265,8951,1.39,59.5,61.0,7.27,7.33,4.34,Tel Aviv,VS2,H,Very Good
20266,612,0.34,62.1,59.0,4.5,4.46,2.78,Zurich,SI1,H,Premium
20267,603,0.41,62.6,57.0,4.68,4.77,2.96,Amsterdam,SI2,F,Ideal
20268,1041,0.35,61.8,56.0,4.57,4.52,2.81,Madrid,IF,G,Ideal
20269,761,0.42,62.1,54.0,4.84,4.86,3.01,Surat,SI1,D,Ideal
20270,7123,1.59,62.2,58.0,7.49,7.45,4.64,Surat,SI2,F,Premium
20271,5152,1.11,62.6,59.0,6.71,6.65,4.18,Las Vegas,SI2,E,Premium
20272,745,0.34,61.9,58.0,4.43,4.45,2.75,New York City,VS2,E,Premium
20273,4838,0.9,62.0,57.0,6.2,6.15,3.83,Tel Aviv,VVS2,H,Ideal
20274,3390,0.88,60.9,61.0,6.16,6.13,3.74,Surat,SI2,D,Premium
20275,608,0.3,61.1,61.0,4.32,4.29,2.63,Zurich,VS2,H,Premium
20276,1933,0.51,60.4,57.0,5.2,5.22,3.15,Tel Aviv,VVS1,G,Ideal
20277,2066,0.7,60.9,62.0,5.67,5.72,3.47,Kimberly,SI1,H,Very Good
20278,4062,0.93,61.0,59.0,6.34,6.28,3.85,Amsterdam,SI1,G,Premium
20279,10797,1.01,60.6,56.0,6.53,6.48,3.94,Surat,VVS2,D,Ideal
20280,807,0.36,62.0,59.0,4.56,4.51,2.81,London,VS2,F,Premium
20281,459,0.27,62.1,55.0,4.17,4.2,2.6,Madrid,VVS2,I,Ideal
20282,2823,0.71,60.5,56.0,5.77,5.73,3.47,Antwerp,SI1,E,Ideal
20283,945,0.4,59.2,63.0,4.88,4.81,2.87,New York City,VVS2,G,Very Good
20284,2724,0.72,62.1,57.0,5.73,5.71,3.55,Surat,VS2,F,Premium
20285,1140,0.64,57.3,64.0,5.75,5.69,3.28,Luxembourg,I1,F,Good
20286,2175,0.76,62.8,61.0,5.78,5.74,3.62,Zurich,VS2,I,Premium
20287,1280,0.5,67.0,61.0,4.97,4.91,3.31,Kimberly,VS1,G,Fair
20288,545,0.3,61.9,58.0,4.3,4.32,2.67,Las Vegas,VS1,H,Ideal
20289,5006,1.01,62.3,56.0,6.42,6.38,3.99,Surat,SI1,G,Ideal
20290,829,0.35,62.5,55.0,4.5,4.55,2.83,New York City,VS2,D,Ideal
20291,7233,1.51,63.9,63.0,7.17,7.2,4.59,Surat,SI1,I,Good
20292,756,0.32,62.6,58.0,4.36,4.33,2.72,Dubai,SI1,D,Premium
20293,628,0.31,62.6,57.0,4.38,4.34,2.73,Antwerp,VS2,H,Ideal
20294,5020,1.01,62.5,56.0,6.4,6.36,3.99,Dubai,SI1,I,Ideal
20295,1736,0.5,62.9,55.0,5.12,5.08,3.21,Antwerp,VS2,F,Ideal
20296,1926,0.64,61.6,62.0,5.48,5.46,3.37,Amsterdam,VS2,E,Premium
20297,3959,1.01,63.6,61.0,6.35,6.33,4.03,Antwerp,SI2,D,Good
20298,2036,0.58,61.9,57.0,5.47,5.36,3.35,London,VS2,F,Premium
20299,743,0.33,62.4,56.0,4.43,4.41,2.76,Luxembourg,VVS2,I,Ideal
20300,1438,0.51,62.7,57.0,5.05,5.12,3.19,Kimberly,VS2,G,Very Good
20301,4766,1.12,63.8,55.0,6.57,6.63,4.21,Antwerp,VS2,I,Good
20302,5599,1.01,62.6,57.0,6.43,6.38,4.01,Antwerp,SI1,E,Ideal
20303,1187,0.41,60.9,60.0,4.81,4.82,2.93,Las Vegas,VVS2,E,Premium
20304,2724,0.56,59.9,60.0,5.31,5.38,3.2,Paris,IF,E,Very Good
20305,825,0.36,59.9,58.6,4.62,4.66,2.77,Las Vegas,VS1,F,Very Good
20306,1920,0.56,62.3,63.0,5.22,5.27,3.27,Dubai,VS2,E,Good
20307,12477,1.52,61.5,55.0,7.44,7.41,4.57,Antwerp,SI1,F,Ideal
20308,1751,0.51,62.5,54.0,5.13,5.15,3.21,Amsterdam,VS1,F,Very Good
20309,2753,0.61,61.8,59.0,5.48,5.4,3.36,Dubai,VVS1,F,Premium
20310,4769,1.03,61.6,55.0,6.49,6.46,3.99,Las Vegas,SI2,F,Ideal
20311,4682,1.1,63.5,55.0,6.55,6.49,4.14,New York City,SI1,H,Very Good
20312,1107,0.41,60.8,56.0,4.81,4.8,2.92,Luxembourg,VS2,F,Ideal
20313,2588,0.71,63.1,58.0,5.65,5.7,3.58,Madrid,VS2,F,Very Good
